DOT/USD,USDC/USD,MATIC/USD,SOL/USD,USDT/USD,ETH/USD,TRX/USD,BTC/USD,LTC/USD,AVAX/USD,SHIB/USD,DOGE/USD,UNI/USD,NEAR/USD,LINK/USD,ALGO/USD,BCH/USD,XTZ/USD,AAVE/USD,GRT/USD,MKR/USD,CRV/USD,YFI/USD,SUSHI/USD
6.716465,0.99995,1.2703,160.9209,1.0001,3278.85,0.0622,44728.45,177.55,24.75,8.18e-06,0.2404,22.6679,1.194692,27.8495,2.199,625.21,1.00555,163.13,0.4138,2734.362,0.439902,11503.07,4.396
6.55292,0.999955,1.2583,165.0552,1.0002,3277.08,0.0637,45105.71,176.58,24.2,8.3e-06,0.2362,22.6339,1.181525,26.8579,2.135,613.33,0.972405,171.08,0.45,2814.7658,0.4306465,11356.41,4.392
6.522965,1.000215,1.3384,155.0,1.0004,3395.65,0.0648,46880.87,180.32,22.47,8.4e-06,0.2394,25.3231,1.195564,29.8422,2.015,635.27,0.91951,176.59,0.4591,2839.6069,0.41234,11066.4,3.953
6.8642,1.0001,1.4592,157.5,1.0004,3652.49,0.0633,48304.94,191.82,23.13,8.36e-06,0.2465,27.1843,1.2209665,31.8053,1.979,644.7,0.910718,221.47,0.4706,3123.5889,0.4153875,11198.18,3.597
7.219565,1.00005,1.3915,149.1236,1.0004,3577.93,0.0645,48098.98,186.72,23.76,8.05e-06,0.2516,25.9354,1.25303865,30.0,2.08,643.09,0.9429,221.23,0.4954,2914.1477,0.4238115,11137.58,3.658
7.202345,1.0001785,1.4221,147.403,1.0001,3480.58,0.0637,48337.13,183.46,23.92,8.34e-06,0.2433,24.9564,1.23371,28.6098,1.972,633.18,0.9712635,219.63,0.4501,2846.8056,0.4391335,9824.36,3.433
7.0787,0.99999,1.3538,162.5312,1.0002,3412.38,0.0642,47861.08,179.71,25.17,8.22e-06,0.2399,24.2166,1.238815,28.0292,2.087,634.45,0.9538775,245.51,0.517,2821.456,0.432405,9000.61,3.531
7.2769,1.00025,1.2506,144.954,1.0002,3201.31,0.0658,45660.89,167.75,26.28,8.325e-06,0.223,22.7585,1.3062875,26.0181,1.827,584.12,0.9608,241.63,0.5093,2634.0279,0.4442,8602.83,3.377
7.1203,1.00005,1.1288,135.2772,0.9997,2974.25,0.0648,42417.16,156.91,28.15,8.38e-06,0.2067,20.7363,1.369,23.005,1.659,533.6,0.933357,239.0,0.5045,2457.5109,0.4321795,8704.98,3.161
7.026455,1.000095,1.0747,127.7447,1.0,2844.25,0.0633,41903.07,150.48,28.54,8.495e-06,0.203,19.6663,1.33604985,22.0172,1.608,512.82,0.93291,237.71,0.4988,2372.6525,0.42149,9191.53,3.259
7.02505,1.00038,1.231,147.3497,1.0005,3116.02,0.0634,44062.74,160.74,27.73,9.165e-06,0.2249,21.5777,1.40037687,24.3919,1.86,544.64,0.92185,214.57,0.4544,2550.9612,0.442765,9145.16,3.395
7.1162,1.00024,1.1941,145.3579,1.0006,3079.95,0.0641,44291.33,161.59,29.6,9.125e-06,0.2218,20.9555,,24.5664,1.925,542.0,0.95192,200.32,0.4234,2376.7898,0.445037,9550.39,3.307
6.72297,1.00003,1.1346,141.645,1.0008,2931.28,0.0649,42723.34,154.23,28.86,9.755e-06,0.211,19.8822,,23.2898,1.785,517.46,0.911125,199.0,0.4281,2299.156,0.423073,9660.99,3.31
6.715585,1.00038,1.0906,131.0602,1.0005,2848.88,0.0655,42241.87,148.45,29.81,9.83e-06,0.2045,18.8887,,24.1904,1.679,507.73,0.904465,181.59,0.3971,2427.2734,0.4274225,9079.21,3.31
6.468975,1.000205,1.142,138.7665,1.0006,3122.35,0.0674,44025.85,152.68,29.38,1.0005e-05,0.2069,25.0566,,24.8498,1.8,509.51,0.863375,180.24,0.4007,2378.51,0.4049695,8801.32,3.076
6.6281,0.999845,1.1099,138.8663,1.0004,2961.26,0.071,42638.97,148.02,28.92,1.033e-05,0.2016,23.0932,,23.4434,1.7,494.77,0.88773,174.33,0.3805,2414.7905,0.4126855,8615.26,3.281
6.5036,0.999925,1.0947,138.6251,1.0,2909.85,0.0677,42261.0,144.82,27.64,1.0265e-05,0.1999,23.9891,,23.2981,1.7,487.78,0.8814,161.37,0.3577,2296.478,0.40608,9207.63,3.348
6.982975,1.000026,1.1359,138.6075,0.9999,3019.79,0.0709,43503.35,151.52,27.68,9.795e-06,0.2031,23.6473,,24.1313,1.631,501.4,0.916565,168.61,0.3764,2298.1639,0.421645,9192.97,3.561
7.056625,0.9998,1.1349,139.8275,1.0,3000.3,0.0703,43628.74,153.79,25.74,9.62e-06,0.2027,24.3324,,23.743,1.605,502.34,0.922447,177.48,0.3838,2290.9456,0.4172075,8929.78,3.616
7.180405,0.9996895,1.2322,157.5125,1.0004,3272.72,0.0724,47597.4,165.9,23.21,9.34e-06,0.217,25.583,,25.9795,1.719,539.34,0.943495,174.36,0.368,2393.2038,0.433133,9414.55,3.409
7.132255,0.99974,1.3186,169.5861,1.0005,3400.07,0.0719,47910.16,167.82,23.01,1.0055e-05,0.2188,26.3088,,27.0826,1.849,552.17,0.9450115,174.96,0.3656,2499.6164,0.434129,9639.67,3.461
7.012575,0.999925,1.2746,170.0538,1.0004,3356.15,0.0694,47777.43,166.17,22.4,9.865e-06,0.216,25.3363,,26.5238,2.037,552.53,0.92785,172.11,0.3654,2474.4805,0.42955,9540.54,3.214
7.465035,1.000059,1.2805,165.5055,1.0005,3368.6,0.0699,49179.24,166.94,22.73,9.865e-06,0.238,24.945,,26.3095,1.953,552.05,0.98888,160.62,0.3339,2556.7824,0.469728,9466.42,3.285
7.527975,0.999935,1.2719,158.49,1.0005,3474.74,0.0697,51344.28,171.64,22.71,1.082e-05,0.2539,25.0315,,26.6962,1.882,589.14,0.9825485,168.61,0.3627,2474.1439,0.476615,9593.75,2.962
7.5875,0.99995,1.2569,155.9146,1.0004,3543.39,0.0685,55090.3,178.36,23.19,1.0035e-05,0.2441,25.0626,,26.3479,1.818,606.43,0.98103,182.22,0.361,2467.54,0.47147,8585.99,2.97
7.246755,1.00001,1.2889,154.1933,1.0004,3574.89,0.0687,53904.9,177.01,23.19,1.0445e-05,0.2434,25.1368,,26.6048,1.965,597.16,0.9620245,187.82,0.3724,2487.5048,0.4726095,9407.69,2.974
7.326,1.0005,1.3627,160.9103,1.0003,3587.45,0.0693,54697.44,177.3,22.96,1.0205e-05,0.2452,25.0714,,26.5454,1.902,605.88,0.9886955,178.87,0.3627,2509.1276,0.50714,9609.23,2.713
7.40965,1.0008,1.3368,156.8618,1.0004,3571.61,0.0696,55856.35,183.59,20.33,1.021e-05,0.2464,25.2287,,27.2694,1.878,615.73,0.9849775,175.55,0.3482,2577.9621,0.492242,10269.32,2.316
7.47051,1.00065,1.2801,152.0054,1.0005,3520.54,0.0697,56485.98,181.5,19.82,1.059e-05,0.2358,24.586,,26.2908,1.81,608.64,0.96581,173.45,0.3582,2518.2232,0.484043,10432.38,2.418
7.38975,1.00085,1.2125,144.8169,1.0003,3497.71,0.0697,56978.24,174.9,17.98,1.0755e-05,0.2265,23.5789,,24.6195,1.668,590.5,0.9682085,161.3,0.3481,2394.4819,0.474755,10140.95,2.417
7.4083,1.0005,1.2413,149.2864,1.0001,3508.51,0.06668,56088.46,173.8,20.22,1.083e-05,0.2293,23.7139,,24.9202,1.742,590.9,0.97517,170.06,0.3688,2471.3324,0.490605,9787.22,2.355
7.177865,1.0005,1.2414,149.3496,1.0001,3655.0,0.06746,57986.27,179.96,19.7,1.077e-05,0.2342,24.9946,,26.4778,1.807,598.47,0.95634,165.1,0.3435,2504.0563,0.4793,9311.59,2.611
6.9918,1.00085,1.38,154.6499,1.0003,3823.59,0.06722,59604.0,185.36,19.24,1.0635e-05,0.2325,26.4427,,26.7622,1.786,636.56,0.959965,172.42,0.3893,2554.8988,0.471315,8935.81,2.271
7.02495,1.0005,1.5675,158.2357,0.9996,3834.25,0.06718,61725.36,189.23,19.31,1.047e-05,0.2372,25.9741,,27.0507,1.737,626.56,0.9580175,164.72,0.3519,2573.6431,0.464113,8594.88,2.173
7.1063,1.00039,1.5316,163.1352,1.0,3874.32,0.06728,60905.72,186.92,18.86,1.0855e-05,0.2369,26.5622,,27.4553,1.808,624.89,0.940185,157.57,0.3523,2615.93,0.471479,8931.17,2.101
7.0922,1.00055,1.5276,160.2089,0.9997,3863.62,0.06595,62373.62,186.91,18.89,1.0605e-05,0.2401,25.9003,,26.4986,1.77,615.94,0.937752,141.96,0.3085,2541.8362,0.47032,9105.75,2.05
6.99585,1.0005,1.5087,158.0019,0.9998,3817.22,0.065802235,62414.34,190.02,19.04,1.0545e-05,0.2513,26.1003,,26.0456,1.733,622.18,0.9184865,147.81,0.3168,2505.5679,0.45705,8341.84,1.87
7.2253,1.0004,1.4587,156.1665,1.0003,3857.39,0.0579822,64052.14,186.76,19.87,1.0455e-05,0.2436,25.8488,,26.0484,1.697,611.31,0.9503665,145.54,0.323,2471.0235,0.4626095,8380.16,1.748
7.2135,1.0006,1.5478,182.7299,1.0002,4168.25,0.05716829,65050.04,208.3,18.32,1.0295e-05,0.2525,27.2604,,27.5556,1.785,640.63,0.947185,141.33,0.3158,2599.8997,0.46585,8522.27,1.189
7.1595,1.0005,1.5669,202.859,1.0001,4149.46,0.0594632,63057.9,199.44,19.04,1.0755e-05,0.2454,26.5577,,29.1605,1.878,635.25,0.9375845,160.61,0.3415,2607.3928,0.460996,8109.37,1.329
6.611025,1.0005,1.5306,203.4479,0.9997,4036.76,0.06737,61158.23,194.0,20.05,1.0615e-05,0.2467,25.739,,28.997,1.879,636.12,0.869493,140.65,0.2967,2527.649,0.4161485,8558.85,1.235
6.413515,0.9995575,1.598,195.7249,1.0001,4106.63,0.067267045,60999.26,197.63,20.67,9.645e-06,0.2492,26.7495,,30.2957,1.904,627.41,0.8347765,133.82,0.294,2510.9778,0.4000105,8488.14,1.278
6.4601,0.999922,1.6332,203.6461,1.0002,4148.63,0.067293,62037.36,194.06,20.37,9.86e-06,0.2714,26.2425,,30.7364,1.853,622.16,0.848279,129.82,0.29,2451.7644,0.414321,8307.07,1.317
6.441865,0.9998965,1.714,206.5245,1.0,4206.56,0.065613295,62455.03,196.0,20.32,9.575e-06,0.2629,26.4754,,31.9985,2.014,624.11,0.83303,123.0,0.2938,2524.5219,0.3740965,8132.51,1.339
6.420675,0.99985,1.8854,204.1696,1.0004,4285.57,0.0660182,61198.88,202.85,21.29,9.625e-06,0.2617,27.2294,,33.7422,2.0,617.33,0.825047,107.66,0.2463,2490.2573,0.358611,8561.03,1.407
6.57274,1.00002,1.9366,187.6435,1.0007,3998.29,0.067606,58831.23,181.36,19.31,8.925e-06,0.2399,24.2637,,29.6885,1.782,553.55,0.84308,102.77,0.2388,2268.3686,0.2716125,8006.93,1.28
6.372965,1.0,2.074,200.6314,1.0002,4357.63,0.06627524,61539.53,192.65,18.68,9.47e-06,0.2957,25.65,,31.8079,1.89,590.19,0.825915,71.61,0.1305,2454.26,0.286561,8222.64,1.34
6.165505,1.00009,1.9396,196.8229,1.0001,4336.86,0.06641092,61491.34,192.15,18.25,9.555e-06,0.2855,25.0809,,30.2757,1.841,589.75,0.81559,86.24,0.1551,2416.3511,0.27945,8150.46,1.307
6.16876,0.999875,1.9484,192.4301,1.0004,4370.42,0.06600885,61440.6,192.8,18.31,1.0025e-05,0.269,25.0813,,30.2225,1.833,593.78,0.811504,80.82,0.1555,2399.3775,0.3126325,8169.09,1.41
6.3241,0.99982,1.88,202.6229,1.0008,4230.28,0.067198105,60538.0,191.57,18.44,1.022e-05,0.2694,24.626,,29.7578,1.805,587.32,0.79845,83.67,0.1961,2369.3376,0.327376,8096.31,1.533
5.77225,0.99959,1.9011,204.5216,1.0006,4366.64,0.061701,61450.33,196.91,16.89,9.795e-06,0.2711,25.5622,,31.2876,1.865,588.72,0.72254,86.49,0.1913,2512.0835,0.299424,7941.66,1.613
5.881,0.999975,2.0482,224.2429,1.0008,4540.66,0.06547815,62838.48,200.47,17.11,9.855e-06,0.2711,26.35,,31.8769,1.83,599.12,0.771613,91.23,0.1857,2864.2506,0.353625,8126.09,1.699
5.8583,0.9997,2.0079,242.0408,1.0007,4580.83,0.06401785,62721.24,204.02,16.86,9.735e-06,0.2695,27.1389,,31.7294,1.899,608.85,0.78504,88.98,0.1757,3120.8067,0.329775,8362.19,1.621
5.7237,0.999728,1.9184,241.8928,1.0008,4532.18,0.06355865,62131.68,200.19,16.78,9.615e-06,0.2617,25.5122,,31.3959,1.872,599.28,0.794406,83.4,0.1572,3001.3947,0.363455,8388.13,1.447
5.58688,0.999795,1.9219,243.2833,1.0009,4498.82,0.0643959,61250.54,199.64,17.98,9.56e-06,0.2646,25.7083,,32.4155,1.847,599.8,0.7780335,92.11,0.1577,2920.8324,0.330925,8222.25,1.45
5.76619,1.00055,1.8851,255.7399,1.0009,4553.76,0.06370296,62220.35,199.0,18.12,9.515e-06,0.2615,25.2647,,32.2605,1.836,590.38,0.7773995,91.73,0.152,3045.0075,0.338515,8070.94,1.475
5.67904,1.00055,1.8896,247.8966,1.0008,4723.0,0.064565155,65480.08,206.49,17.86,9.205e-06,0.2747,25.6525,,33.1834,1.885,608.79,0.7642275,90.73,0.1562,3175.7985,0.32742,8016.26,1.546
5.8102,1.00055,1.8778,246.0519,1.0005,4827.78,0.064511975,68145.33,243.89,17.2,9.41e-06,0.2854,26.8466,,35.3574,1.974,668.5,0.787165,93.76,0.1648,3259.0658,0.329512,8133.31,1.683
5.80954,0.999485,1.7911,237.4028,1.0001,4701.29,0.065065295,66350.0,261.36,17.95,9.49e-06,0.27,26.2982,,33.9835,1.909,693.18,0.7893885,98.98,0.1607,3112.0993,0.3165075,7734.0,1.78
5.75305,0.9996,1.7354,243.1684,1.0004,4657.03,0.06589734,64709.62,258.02,17.0,9.25e-06,0.2602,25.5229,,34.7044,1.941,670.72,0.766095,103.12,0.1543,2949.0476,0.295749,7853.74,1.613
6.24415,0.99955,1.7428,230.5655,1.0004,4739.05,0.066446,64696.45,271.35,17.3,9.015e-06,0.2614,25.2672,,34.2221,2.262,671.03,0.772185,104.43,0.1484,2969.7486,0.291303,7743.18,1.652
6.220605,0.9997,1.7138,226.202,1.0002,4619.01,0.065331855,63613.42,246.88,17.33,8.855e-06,0.2554,24.349,,33.5612,2.073,658.75,0.7735,93.58,0.1356,2889.8691,0.273785,7912.54,1.557
6.06483,0.99975,1.7468,237.6297,1.0002,4642.67,0.06621562,64897.16,256.76,17.28,8.8e-06,0.261,24.8266,,33.8993,2.001,675.03,0.758306,93.7,0.1367,3123.1064,0.2760925,7615.27,1.537
6.28666,0.9999,1.7248,242.4079,1.0003,4694.38,0.06637285,65719.39,274.07,17.16,8.89e-06,0.2636,24.8096,,34.0233,1.956,672.59,0.8004715,92.77,0.135,3073.3103,0.2800995,7597.37,1.659
6.4462,0.9998745,1.6024,227.8485,1.0005,4338.75,0.0662864,60959.04,245.22,16.52,9.03e-06,0.2474,22.1988,,30.1315,1.754,621.29,0.7967675,98.61,0.1496,2883.027,0.28371,7780.98,1.496
6.339715,1.000087,1.5266,214.4427,1.0005,4179.37,0.0664498,59643.61,226.5,17.14,9.23e-06,0.2351,21.5657,,28.9143,1.675,590.56,0.780215,118.3,0.1556,2717.0706,0.27577,7924.11,1.515
5.897715,0.99991,1.6084,213.5981,1.0005,4258.76,0.066302,59831.5,221.15,17.26,9.035e-06,0.2345,21.535,,28.6071,1.957,583.98,0.74905,114.67,0.1568,3043.2395,0.27294,7666.82,1.486
5.1543,0.9994855,1.5386,199.2298,1.0006,4080.64,0.0663565,56437.4,208.32,17.55,9.315e-06,0.2229,20.4368,,27.1809,1.803,558.78,0.638345,105.31,0.1429,2847.1268,0.22693,7609.6,1.483
5.65485,,1.6085,214.3852,1.001,4280.54,0.066550135,58456.25,220.42,17.07,9.115e-06,0.232,20.9634,,28.1089,1.826,578.46,0.72275,110.02,0.1498,2968.5506,0.238403,7512.37,1.4
6.17759,,1.6316,213.5122,1.0009,4369.47,0.0671326,59059.7,225.81,16.84,8.895e-06,0.2305,21.8652,,28.2703,1.807,574.63,0.729565,106.05,0.1512,3085.1164,0.2621945,7534.87,1.113
,,1.5548,222.3556,1.0008,4187.28,0.06386,57501.95,214.67,16.75,9.065e-06,0.2221,20.994,,27.2251,1.772,563.11,,105.36,0.1665,2894.6526,,7644.0,1.055
,,1.5839,218.23,1.0003,4157.21,0.06490965,56565.05,208.79,17.02,9.115e-06,0.221,21.3462,,26.7533,1.736,559.03,,110.76,0.1646,2945.0,,7700.02,0.947
,,1.6916,218.2648,1.0003,4270.03,0.06642674,56615.47,212.32,15.92,9.065e-06,0.2228,21.7669,,26.4477,1.832,565.43,,99.0,0.1489,3033.6115,,7740.47,0.952
,,1.7501,205.6446,1.0004,4276.92,0.065745,57148.7,216.5,15.98,8.91e-06,0.2166,20.7884,,26.1767,1.749,611.1,,97.58,0.1508,3199.2647,,8157.18,1.068
,,1.8362,204.0804,1.0008,4434.47,0.0661224,57883.14,217.52,15.57,8.88e-06,0.2175,20.7652,,26.2117,1.786,604.47,,96.11,0.1474,3264.8921,,8383.38,0.973
,,1.6889,194.0053,1.0008,4092.24,0.066477,54300.53,195.94,16.21,8.845e-06,0.2054,19.7045,,24.3632,1.665,565.63,,95.96,0.1479,3136.9295,,8015.86,1.012
,,1.5801,189.71,1.0008,4057.45,0.06574,54428.0,190.13,15.71,9.305e-06,0.2003,19.0566,,23.5729,1.653,551.47,,88.51,0.1411,2974.9586,,8355.84,0.919
,,1.6533,203.7713,1.0007,4325.66,0.06689,57398.73,199.85,15.52,9.33e-06,0.205,19.9849,,25.051,1.706,563.79,,70.3,0.1114,3061.4319,,8413.62,1.017
,,1.7353,201.8646,1.001,4390.42,,56321.17,200.11,15.82,9.415e-06,0.2165,19.9172,,24.4461,1.753,563.41,,65.69,0.1051,3016.2162,,8221.09,1.13
,,1.8993,215.5925,1.0008,4706.28,,56824.6,210.06,16.24,9.45e-06,0.2134,22.0548,,25.7915,1.867,569.68,,58.05,0.101,3057.0299,,8161.67,1.174
,,2.1543,223.3059,1.0007,4529.2,,56958.02,204.23,15.63,9.295e-06,0.205,22.1517,,24.8214,1.886,567.0,,56.78,0.0978,2959.5054,,8048.72,1.246
,,2.1929,231.0993,1.0008,4574.02,,56775.18,202.92,15.33,9.585e-06,0.2089,22.048,,24.9112,1.903,557.97,,63.78,0.1079,2915.8189,,8080.7,1.245
,,1.843,193.9412,1.0044,3862.31,,47733.07,154.4,15.0,9.5e-06,0.1625,16.4456,,18.8855,1.466,438.07,,57.75,0.0993,2468.0086,,8185.08,1.279
,,1.9851,199.9028,1.0011,4207.19,,49478.63,160.95,15.58,9.735e-06,0.1788,17.1816,,20.181,1.655,471.8,,56.01,0.0987,2634.1381,,8480.73,1.245
,,1.8556,192.787,1.0014,4140.0,,48730.38,151.65,15.71,1.0015e-05,0.1679,16.038,,18.6523,1.773,442.84,,47.48,0.0963,2501.76,,8241.46,1.189
,,2.3587,197.1574,1.0011,4347.95,,50952.21,159.4,16.12,9.76e-06,0.1786,17.0092,,19.9909,1.781,466.99,,51.44,0.0989,2624.9873,,8110.31,1.133
,,2.3535,188.0295,1.001,4326.01,,50443.35,160.45,15.81,9.725e-06,0.1779,17.6289,,21.7146,1.663,468.56,,63.69,0.1058,2676.9843,,7457.84,1.097
,,2.334,190.5979,1.0009,4378.16,,49810.82,161.47,16.99,9.81e-06,0.1771,17.719,,21.9305,1.65,465.5,,63.77,0.107,2663.9972,,6426.92,1.019
,,2.1728,178.5,1.0005,4121.04,,48263.62,152.82,17.28,9.835e-06,0.1701,16.0417,,19.9269,1.566,455.35,,66.1,0.109,2530.15,,6054.68,0.96
,,2.1024,170.358,1.0003,4030.99,,48329.77,153.67,17.06,9.63e-06,0.1661,15.5821,,19.0963,1.493,453.05,,65.66,0.1109,2385.1198,,6404.58,0.951
,,2.0555,168.4431,1.0005,4037.53,,49000.0,154.54,18.55,9.505e-06,0.1673,15.6526,,19.6059,1.514,449.54,,71.07,0.117,2409.5598,,5790.31,0.967
,,2.0244,167.2037,1.0006,4041.8,,49280.95,155.97,18.45,9.535e-06,0.1661,15.6889,,19.5559,1.503,449.18,,71.51,0.1194,2435.7671,,5906.56,0.998
,,1.7889,151.5946,1.0002,3736.68,,46714.14,144.12,18.72,9.5e-06,0.1569,14.0516,,17.7433,1.323,421.3,,67.44,0.1117,2189.6471,,5495.73,1.115
,,2.0116,162.3172,1.0003,3851.14,,48121.81,151.4,19.05,9.625e-06,0.1791,15.0136,,18.2283,1.368,434.49,,64.61,0.105,2305.5413,,6074.23,1.092
,,2.0724,174.5647,1.0003,3987.77,,48537.67,152.0,18.32,9.625e-06,0.1789,14.941,,19.5,1.417,442.07,,60.25,0.1014,2381.1449,,6513.39,1.164
,,2.1073,181.2231,1.0003,3958.76,,47717.91,148.52,18.62,1.0275e-05,0.1754,14.4407,,19.0367,1.392,437.36,,57.95,0.093,2331.6164,,6184.5,1.193
,,2.192,175.7252,1.0004,3905.43,,46610.4,147.9,18.57,1.081e-05,0.1714,15.404,,19.2738,1.361,436.17,,55.07,0.0912,2429.3435,,6135.33,1.187
,,2.2351,185.8355,1.0003,3989.64,,47622.18,153.38,19.48,1.341e-05,0.1726,15.6236,,19.9136,1.398,440.06,,55.78,0.0915,2484.1254,,6046.72,1.242
,,2.1157,175.4463,1.0003,3846.16,,46443.55,150.23,19.51,1.268e-05,0.1668,14.3932,,18.4969,1.313,429.03,,56.91,0.0928,2294.8973,,6731.87,1.253
,,2.2489,178.6067,1.0003,4014.55,,48600.71,153.09,18.51,2.0295e-05,0.1708,14.9348,,19.0926,1.336,437.12,,56.74,0.0922,2398.8446,,5950.66,1.154
,,2.4606,184.3654,1.0003,4035.0,,48981.12,155.58,16.36,2.1665e-05,0.1724,15.3027,,19.872,1.364,440.38,,62.84,0.1007,2463.365,,5923.0,1.151
,,2.6189,179.4303,1.0004,3947.0,,48402.75,155.86,15.39,2.3935e-05,0.1742,16.7,,20.3692,1.36,438.58,,61.31,0.0981,2420.7545,,6274.43,1.246
,,2.5894,187.5528,1.0004,4092.71,,51034.01,164.12,14.09,3.877e-05,0.1811,17.6321,,22.0374,1.463,456.53,,62.9,0.0995,2588.6252,,6233.54,1.403
,,2.5112,193.9904,1.0007,4047.71,,50914.29,161.88,15.02,3.621e-05,0.1922,17.6064,,21.5677,1.562,452.28,,72.11,0.103,2619.4887,,6024.27,1.368
,,2.6769,191.7211,1.0006,4031.62,,49910.01,154.69,13.0,2.985e-05,0.1866,16.7713,,21.301,1.595,447.98,,71.96,0.1015,2654.0726,,6324.38,1.424
,,2.8676,198.8299,1.0006,4064.43,,50886.55,156.2,13.24,3.3365e-05,0.1898,19.1221,,23.1288,1.635,451.8,,79.11,0.1036,2749.9407,,6407.77,1.467
,,2.6603,191.2075,1.0004,3923.0,,49232.14,149.88,12.17,3.5555e-05,0.1807,18.6767,,22.0407,1.569,451.92,,76.99,0.0981,2582.9668,,6159.33,1.472
,,2.5462,176.5198,1.0002,3802.58,,47881.3,147.7,13.07,3.5355e-05,0.1751,18.8624,,20.6999,1.469,439.21,,69.86,0.0941,2475.1689,,6437.31,1.444
,,2.4486,171.2846,1.0001,3675.51,,46767.25,145.94,13.57,3.2225e-05,0.17,16.8917,,19.557,1.586,428.83,,70.02,0.0897,2330.8572,,6808.24,1.315
,,2.5141,170.8755,1.0,3741.06,,47285.73,148.4,13.23,3.311e-05,0.1713,17.997,,20.0633,1.688,429.09,,80.32,0.0922,2358.7656,,6597.96,1.404
,,2.5769,173.2399,0.9999,3735.89,,47200.02,148.23,13.21,3.3155e-05,0.1715,17.2802,,19.8094,1.677,435.02,,91.24,0.0961,2357.8032,,6649.41,1.369
,,2.5326,176.7253,1.0002,3745.73,,47095.67,149.1,12.6,3.3295e-05,0.1716,17.1915,,20.8958,1.703,447.25,,89.27,0.0985,2339.2521,,6755.73,1.339
,,2.4967,173.5117,1.0001,3812.0,,47098.88,150.44,13.01,2.9745e-05,0.1718,18.547,,21.6731,1.652,443.1,,90.59,0.1004,2477.8688,,6737.39,1.286
,,2.4,167.3907,1.0002,3741.63,,46154.6,147.85,12.01,2.901e-05,0.1697,17.8653,,23.1519,1.744,430.28,,91.84,0.1088,2389.7109,,7290.34,1.357
,,2.4114,168.9483,0.9999,3804.28,,46314.83,148.01,11.74,2.5945e-05,0.1697,18.6022,,25.65,1.751,429.66,,94.69,0.1086,2470.2665,,7201.56,1.27
,,2.1446,149.338,1.0,3458.12,,43051.65,135.94,12.64,2.882e-05,0.1561,16.7299,,24.6399,1.524,394.72,,96.77,0.1166,2191.8084,,7110.52,1.383
,,2.1332,140.0581,0.9998,3235.05,,41846.64,129.99,13.17,2.54e-05,0.1541,15.8864,,23.7996,1.437,382.07,,89.74,0.1036,2168.9059,,6944.18,1.569
,,2.1075,141.8496,1.0001,3215.03,,41979.2,132.71,12.59,2.4495e-05,0.1568,16.1463,,26.9112,1.449,388.23,,93.29,0.1083,2159.2505,,7036.01,1.484
,,2.0248,140.9729,1.0001,3122.67,,41764.21,130.06,13.0,2.6805e-05,0.1516,15.2607,,26.9698,1.412,375.57,,93.07,0.1078,2102.4545,,6959.58,1.526
,,2.1345,143.1086,1.0002,3174.65,,42035.32,130.98,12.92,2.7405e-05,0.1516,15.892,,28.155,1.415,375.97,,89.49,0.1063,2144.694,,6969.58,1.494
,,2.1579,135.6856,1.0003,3112.03,,42116.32,128.72,12.17,2.7045e-05,0.1443,15.4419,,27.6387,1.399,366.14,,86.28,0.1005,2011.5677,,6687.69,1.33
,,2.3474,140.3345,1.0003,3230.42,,42716.29,131.56,12.46,2.804e-05,0.1531,16.15,,26.3723,1.475,370.36,,81.87,0.0967,2061.7475,,6432.0,1.365
,,2.3565,149.5925,1.0004,3339.27,,43699.9,139.97,12.81,2.8005e-05,0.1751,16.0697,,26.1995,1.459,385.83,,80.16,0.095,2156.3505,,6539.79,1.501
,,2.3019,149.3589,1.0005,3307.44,,42925.15,139.91,13.07,2.917e-05,0.19,15.9062,,25.1906,1.399,389.97,,92.62,0.1116,2151.7283,,6443.39,1.507
,,2.3364,145.2468,1.0004,3310.17,,43011.48,148.83,12.99,3.104e-05,0.1897,16.0903,,25.6851,1.369,387.15,,102.17,0.1347,2190.2365,,6269.61,1.513
,,2.31,146.6576,1.0004,3309.09,,42984.07,145.44,13.48,3.04e-05,0.1805,16.4895,,25.0974,1.383,386.45,,94.75,0.1278,2190.4505,,5729.77,1.498
,,2.3899,143.0112,1.0005,3267.92,,42687.9,148.84,13.63,3.0985e-05,0.1709,17.23,,24.9473,1.398,380.76,,96.78,0.138,2148.6999,,5664.37,1.54
,,2.181,139.0977,1.0004,3175.51,,42133.21,145.83,14.3,3.051e-05,0.1686,16.6762,,23.4562,1.337,384.83,,99.52,0.1327,2071.0075,,5551.15,1.552
,,2.0734,138.3631,1.0004,3106.96,,41772.61,135.83,13.52,3.0375e-05,0.1662,15.7567,,22.1106,1.293,376.23,,89.39,0.1157,2054.1291,,5633.16,1.414
,,2.0662,136.9847,1.0004,3129.37,,41904.53,138.1,13.51,3.0145e-05,0.1635,15.3604,,21.8209,1.269,370.79,,94.08,0.1196,1999.5005,,5542.14,1.612
,,1.9149,125.8956,1.0002,2858.81,,38913.96,124.7,13.22,2.706e-05,0.1525,14.1273,,19.3593,1.117,343.54,,97.82,0.1253,1856.3924,,5603.08,1.556
,,1.6201,104.342,1.0002,2496.78,,35748.15,108.58,13.45,2.723e-05,0.1356,11.7717,,16.3476,0.932,299.8,,100.79,0.1246,1871.4742,,5577.86,1.56
